id,family,file,line,column,match,status,evidence_or_reason,source_line,file_sha256
V9-1177,copy,Sailune/OutlineViews.swift,1233,25,"Label(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Label(""刪除故事線"", systemImage: SailuneSymbol.delete.systemName)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1178,symbol,Sailune/OutlineViews.swift,1233,53,SailuneSymbol.delete,已共用,使用或定義語意圖標 key；原字形由集中表提供。,"Label(""刪除故事線"", systemImage: SailuneSymbol.delete.systemName)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1179,button_style,Sailune/OutlineViews.swift,1235,21,.buttonStyle(,已共用,引用或定義既有共用 ButtonStyle。,.buttonStyle(PlanningActionStyle()),7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1180,accessibility,Sailune/OutlineViews.swift,1236,21,.help(,待共用,直接提示或輔助描述；需核對同操作名稱及可點擊對象。,".help(""刪除故事線"")",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1181,button_style,Sailune/OutlineViews.swift,1240,9,.buttonStyle(,已共用,引用或定義既有共用 ButtonStyle。,.buttonStyle(PlanningActionStyle()),7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1182,copy,Sailune/OutlineViews.swift,1247,13,"Label(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Label(""尚未建立故事線"", systemImage: SailuneSymbol.storyLine.systemName)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1183,symbol,Sailune/OutlineViews.swift,1247,43,SailuneSymbol.storyLine,已共用,使用或定義語意圖標 key；原字形由集中表提供。,"Label(""尚未建立故事線"", systemImage: SailuneSymbol.storyLine.systemName)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1184,copy,Sailune/OutlineViews.swift,1249,13,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""先建立前傳、主線、支線或後記，再加入大綱項目。"")",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1185,copy,Sailune/OutlineViews.swift,1251,13,"Menu(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Menu(""建立故事線"", systemImage: SailuneSymbol.add.systemName) {",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1186,symbol,Sailune/OutlineViews.swift,1251,40,SailuneSymbol.add,已共用,使用或定義語意圖標 key；原字形由集中表提供。,"Menu(""建立故事線"", systemImage: SailuneSymbol.add.systemName) {",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1187,button,Sailune/OutlineViews.swift,1253,21,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,Button(kind.rawValue) { createStoryLine(kind) },7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1188,failure_path,Sailune/OutlineViews.swift,1294,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1189,failure_path,Sailune/OutlineViews.swift,1305,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1190,dialog,Sailune/OutlineViews.swift,1347,9,.sheet(,待共用,原生呈現入口；需按確認、錯誤、取消及資料後果分組，僅呈現外殼可共用。,.sheet(isPresented: $showingStageStartSheet) {,7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1191,field,Sailune/OutlineViews.swift,1357,13,SailuneFormTextField(,已共用,引用或定義共用欄位；焦點、組字及內距仍需代表畫面驗收。,"SailuneFormTextField(title: ""故事線名稱"", text: storyLineTitleBinding)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1192,button,Sailune/OutlineViews.swift,1361,17,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(""新增主線階段"", systemImage: ""rectangle.stack.badge.plus"") {",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1193,copy,Sailune/OutlineViews.swift,1361,17,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""新增主線階段"", systemImage: ""rectangle.stack.badge.plus"") {",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1194,symbol,Sailune/OutlineViews.swift,1361,34,"systemImage: ""rectangle.stack.badge.plus""",待共用,直接 SF Symbol 字串；須依實際操作或資料語意分類。,"Button(""新增主線階段"", systemImage: ""rectangle.stack.badge.plus"") {",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1195,button_style,Sailune/OutlineViews.swift,1364,17,.buttonStyle(,已共用,引用或定義既有共用 ButtonStyle。,.buttonStyle(PlanningActionStyle()),7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1196,button,Sailune/OutlineViews.swift,1381,13,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(""建立第一個階段"", action: createStage)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1197,copy,Sailune/OutlineViews.swift,1381,13,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""建立第一個階段"", action: createStage)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1198,button_style,Sailune/OutlineViews.swift,1382,17,.buttonStyle(,已共用,引用或定義既有共用 ButtonStyle。,.buttonStyle(PlanningActionStyle(prominent: true)),7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1199,button,Sailune/OutlineViews.swift,1420,9,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(""新增大綱項目"", systemImage: SailuneSymbol.add.systemName) {",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1200,copy,Sailune/OutlineViews.swift,1420,9,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""新增大綱項目"", systemImage: SailuneSymbol.add.systemName) {",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1201,symbol,Sailune/OutlineViews.swift,1420,39,SailuneSymbol.add,已共用,使用或定義語意圖標 key；原字形由集中表提供。,"Button(""新增大綱項目"", systemImage: SailuneSymbol.add.systemName) {",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1202,button_style,Sailune/OutlineViews.swift,1423,9,.buttonStyle(,已共用,引用或定義既有共用 ButtonStyle。,.buttonStyle(PlanningActionStyle(prominent: true)),7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1203,failure_path,Sailune/OutlineViews.swift,1444,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1204,failure_path,Sailune/OutlineViews.swift,1452,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1205,surface,Sailune/OutlineViews.swift,1483,21,.background(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,.background(,7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1206,surface,Sailune/OutlineViews.swift,1484,25,Color.secondary.opacity(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,"Color.secondary.opacity(0.04),",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1207,field,Sailune/OutlineViews.swift,1533,31,TextField(,待共用,原生欄位；需檢查數值、焦點、提交與多行等專用契約。,"if stage == nil { TextField(""階段名稱"", text: $title) }",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1208,copy,Sailune/OutlineViews.swift,1535,17,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""選擇卷次"").tag(Optional<UUID>.none)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1209,copy,Sailune/OutlineViews.swift,1539,17,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""停在卷次"").tag(Optional<UUID>.none)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1210,copy,Sailune/OutlineViews.swift,1544,17,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""停在節次"").tag(Optional<Int>.none)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1211,copy,Sailune/OutlineViews.swift,1549,17,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""請先建立卷次，才能為主線設定開始位置。"")",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1212,button,Sailune/OutlineViews.swift,1554,17,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,Button(SailuneActionCopy.cancel) { dismiss() }.buttonStyle(PlanningActionStyle()),7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1213,copy,Sailune/OutlineViews.swift,1554,24,SailuneActionCopy.cancel,已共用,使用或定義集中操作文案。,Button(SailuneActionCopy.cancel) { dismiss() }.buttonStyle(PlanningActionStyle()),7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1214,button_style,Sailune/OutlineViews.swift,1554,63,.buttonStyle(,已共用,引用或定義既有共用 ButtonStyle。,Button(SailuneActionCopy.cancel) { dismiss() }.buttonStyle(PlanningActionStyle()),7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1215,button,Sailune/OutlineViews.swift,1555,17,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(stage == nil ? ""建立"" : ""儲存定位"", action: create)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1216,button_style,Sailune/OutlineViews.swift,1556,21,.buttonStyle(,已共用,引用或定義既有共用 ButtonStyle。,.buttonStyle(PlanningActionStyle(prominent: true)),7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1217,failure_path,Sailune/OutlineViews.swift,1584,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch { errorMessage = error.localizedDescription },7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1218,button_style,Sailune/OutlineViews.swift,1633,17,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,.buttonStyle(.plain),7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1219,accessibility,Sailune/OutlineViews.swift,1634,17,.help(,待共用,直接提示或輔助描述；需核對同操作名稱及可點擊對象。,".help(isExpanded ? ""收合階段"" : ""展開階段"")",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1220,symbol,Sailune/OutlineViews.swift,1635,23,"systemName: ""rectangle.stack""",待共用,直接 SF Symbol 字串；須依實際操作或資料語意分類。,"Image(systemName: ""rectangle.stack"")",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1221,field,Sailune/OutlineViews.swift,1637,17,TextField(,待共用,原生欄位；需檢查數值、焦點、提交與多行等專用契約。,"TextField(""階段名稱"", text: stageTitleBinding)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1222,button,Sailune/OutlineViews.swift,1642,17,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,Button(role: .destructive) { showingDeleteConfirmation = true } label: {,7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1223,copy,Sailune/OutlineViews.swift,1643,21,"Label(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Label(""刪除階段"", systemImage: SailuneSymbol.delete.systemName)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1224,symbol,Sailune/OutlineViews.swift,1643,48,SailuneSymbol.delete,已共用,使用或定義語意圖標 key；原字形由集中表提供。,"Label(""刪除階段"", systemImage: SailuneSymbol.delete.systemName)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1225,button_style,Sailune/OutlineViews.swift,1645,17,.buttonStyle(,已共用,引用或定義既有共用 ButtonStyle。,.buttonStyle(PlanningActionStyle()),7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1226,accessibility,Sailune/OutlineViews.swift,1646,17,.help(,待共用,直接提示或輔助描述；需核對同操作名稱及可點擊對象。,".help(""刪除階段"")",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1227,button,Sailune/OutlineViews.swift,1651,13,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(stageStartIsMissing ? ""設定開始位置"" : ""重新定位"", systemImage: ""mappin.and.ellipse"") {",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1228,symbol,Sailune/OutlineViews.swift,1651,61,"systemImage: ""mappin.and.ellipse""",待共用,直接 SF Symbol 字串；須依實際操作或資料語意分類。,"Button(stageStartIsMissing ? ""設定開始位置"" : ""重新定位"", systemImage: ""mappin.and.ellipse"") {",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1229,button_style,Sailune/OutlineViews.swift,1654,13,.buttonStyle(,已共用,引用或定義既有共用 ButtonStyle。,.buttonStyle(PlanningActionStyle()),7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1230,button,Sailune/OutlineViews.swift,1666,17,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(""新增大綱項目"", systemImage: SailuneSymbol.add.systemName, action: createItem)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1231,copy,Sailune/OutlineViews.swift,1666,17,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""新增大綱項目"", systemImage: SailuneSymbol.add.systemName, action: createItem)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1232,symbol,Sailune/OutlineViews.swift,1666,47,SailuneSymbol.add,已共用,使用或定義語意圖標 key；原字形由集中表提供。,"Button(""新增大綱項目"", systemImage: SailuneSymbol.add.systemName, action: createItem)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1233,button_style,Sailune/OutlineViews.swift,1667,21,.buttonStyle(,已共用,引用或定義既有共用 ButtonStyle。,.buttonStyle(PlanningActionStyle(prominent: true)),7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1234,surface,Sailune/OutlineViews.swift,1671,9,.background(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,".background(SailuneTheme.subtleSurface, in: RoundedRectangle(cornerRadius: 10))",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1235,surface,Sailune/OutlineViews.swift,1671,21,SailuneTheme.,已共用,引用或定義語意色彩 token；形狀與疊層仍需檢查。,".background(SailuneTheme.subtleSurface, in: RoundedRectangle(cornerRadius: 10))",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1236,dialog,Sailune/OutlineViews.swift,1672,9,.sheet(,待共用,原生呈現入口；需按確認、錯誤、取消及資料後果分組，僅呈現外殼可共用。,.sheet(isPresented: $showingStartEditor) {,7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1237,dialog,Sailune/OutlineViews.swift,1675,9,.confirmationDialog(,待共用,原生呈現入口；需按確認、錯誤、取消及資料後果分組，僅呈現外殼可共用。,".confirmationDialog(""刪除階段？"", isPresented: $showingDeleteConfirmation) {",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1238,button,Sailune/OutlineViews.swift,1676,13,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(""刪除階段"", role: .destructive, action: deleteStage)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1239,copy,Sailune/OutlineViews.swift,1676,13,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""刪除階段"", role: .destructive, action: deleteStage)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1240,button,Sailune/OutlineViews.swift,1677,13,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(SailuneActionCopy.cancel, role: .cancel) { }",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1241,copy,Sailune/OutlineViews.swift,1677,20,SailuneActionCopy.cancel,已共用,使用或定義集中操作文案。,"Button(SailuneActionCopy.cancel, role: .cancel) { }",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1242,copy,Sailune/OutlineViews.swift,1679,13,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""將刪除「\(stage.title)」及其中 \(items.count) 個大綱項目與正文標記；正文內容不會被刪除。"")",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1243,failure_path,Sailune/OutlineViews.swift,1720,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1244,failure_path,Sailune/OutlineViews.swift,1728,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1245,failure_path,Sailune/OutlineViews.swift,1736,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1246,copy,Sailune/OutlineViews.swift,1756,17,"Label(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Label(""未分階段"", systemImage: isExpanded ? ""chevron.down"" : ""chevron.right"")",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1247,button_style,Sailune/OutlineViews.swift,1759,13,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,.buttonStyle(.plain),7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1248,button,Sailune/OutlineViews.swift,1764,17,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(""新增大綱項目"", systemImage: SailuneSymbol.add.systemName, action: createItem)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1249,copy,Sailune/OutlineViews.swift,1764,17,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""新增大綱項目"", systemImage: SailuneSymbol.add.systemName, action: createItem)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1250,symbol,Sailune/OutlineViews.swift,1764,47,SailuneSymbol.add,已共用,使用或定義語意圖標 key；原字形由集中表提供。,"Button(""新增大綱項目"", systemImage: SailuneSymbol.add.systemName, action: createItem)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1251,button_style,Sailune/OutlineViews.swift,1765,21,.buttonStyle(,已共用,引用或定義既有共用 ButtonStyle。,.buttonStyle(PlanningActionStyle(prominent: true)),7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1252,surface,Sailune/OutlineViews.swift,1769,9,.background(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,".background(SailuneTheme.subtleSurface, in: RoundedRectangle(cornerRadius: 10))",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1253,surface,Sailune/OutlineViews.swift,1769,21,SailuneTheme.,已共用,引用或定義語意色彩 token；形狀與疊層仍需檢查。,".background(SailuneTheme.subtleSurface, in: RoundedRectangle(cornerRadius: 10))",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1254,failure_path,Sailune/OutlineViews.swift,1775,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1255,field,Sailune/OutlineViews.swift,1827,17,TextField(,待共用,原生欄位；需檢查數值、焦點、提交與多行等專用契約。,"TextField(""大綱標題"", text: titleBinding)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1256,field,Sailune/OutlineViews.swift,1831,17,TextField(,待共用,原生欄位；需檢查數值、焦點、提交與多行等專用契約。,"TextField(""內容（選填）"", text: detailBinding, axis: .vertical)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1257,button,Sailune/OutlineViews.swift,1836,21,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(""來源：回到正文"", systemImage: ""text.book.closed"") {",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1258,copy,Sailune/OutlineViews.swift,1836,21,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""來源：回到正文"", systemImage: ""text.book.closed"") {",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1259,symbol,Sailune/OutlineViews.swift,1836,39,"systemImage: ""text.book.closed""",待共用,直接 SF Symbol 字串；須依實際操作或資料語意分類。,"Button(""來源：回到正文"", systemImage: ""text.book.closed"") {",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1260,button_style,Sailune/OutlineViews.swift,1839,21,.buttonStyle(,已共用,引用或定義既有共用 ButtonStyle。,.buttonStyle(PlanningActionStyle()),7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1261,copy,Sailune/OutlineViews.swift,1841,21,"Label(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Label(""來源已刪除"", systemImage: SailuneSymbol.warning.systemName)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1262,symbol,Sailune/OutlineViews.swift,1841,49,SailuneSymbol.warning,已共用,使用或定義語意圖標 key；原字形由集中表提供。,"Label(""來源已刪除"", systemImage: SailuneSymbol.warning.systemName)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1263,copy,Sailune/OutlineViews.swift,1848,25,"Label(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Label(""狀態：\(item.status.displayTitle)"", systemImage: item.status == .occurred ? ""checkmark.circle.fill"" : ""doc.text"")",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1264,button,Sailune/OutlineViews.swift,1853,29,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(""改為草稿"") { setLegacyManualStatus(.draft) }",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1265,copy,Sailune/OutlineViews.swift,1853,29,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""改為草稿"") { setLegacyManualStatus(.draft) }",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1266,button,Sailune/OutlineViews.swift,1854,29,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(""改為預定"") { setLegacyManualStatus(.planned) }",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1267,copy,Sailune/OutlineViews.swift,1854,29,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""改為預定"") { setLegacyManualStatus(.planned) }",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1268,button,Sailune/OutlineViews.swift,1855,29,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(""改為背景"") { setLegacyManualStatus(.background) }",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1269,copy,Sailune/OutlineViews.swift,1855,29,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""改為背景"") { setLegacyManualStatus(.background) }",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1270,copy,Sailune/OutlineViews.swift,1857,29,"Label(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Label(""需要調整狀態"", systemImage: SailuneSymbol.warning.systemName)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1271,symbol,Sailune/OutlineViews.swift,1857,58,SailuneSymbol.warning,已共用,使用或定義語意圖標 key；原字形由集中表提供。,"Label(""需要調整狀態"", systemImage: SailuneSymbol.warning.systemName)",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1272,copy,Sailune/OutlineViews.swift,1871,25,"Label(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Label(""卷：\(source.volume)"", systemImage: ""books.vertical"")",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1273,symbol,Sailune/OutlineViews.swift,1871,53,"systemImage: ""books.vertical""",待共用,直接 SF Symbol 字串；須依實際操作或資料語意分類。,"Label(""卷：\(source.volume)"", systemImage: ""books.vertical"")",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
V9-1274,copy,Sailune/OutlineViews.swift,1872,25,"Label(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Label(""節：\(source.section)"", systemImage: ""text.book.closed"")",7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816
